crystal_system,seed,feature,mae_increase,within_seed_std,test_mae,rank_within_seed
Monoclinic,11,MagpieData minimum Column,0.0006265240791824888,0.00015647126517745035,0.5861431574274213,83.0
Monoclinic,11,MagpieData maximum Column,-4.885537683763097e-06,4.565491137656065e-05,0.5861431574274213,134.0
Monoclinic,11,MagpieData range Column,0.00023912668688705896,0.00015932347637844391,0.5861431574274213,94.0
Monoclinic,11,MagpieData mean Column,0.004321502863517979,0.0004320521085772937,0.5861431574274213,43.0
Monoclinic,11,MagpieData avg_dev Column,0.004019404277595795,0.0008421346595346976,0.5861431574274213,45.0
Monoclinic,11,MagpieData mode Column,0.00017581610341341758,2.7767852953656697e-05,0.5861431574274213,98.0
Monoclinic,11,MagpieData minimum Row,5.8497672679846955e-06,1.663292272260023e-05,0.5861431574274213,120.0
Monoclinic,11,MagpieData maximum Row,0.00010110197358941253,6.766950648200241e-05,0.5861431574274213,106.0
Monoclinic,11,MagpieData range Row,0.0003733017472734579,6.031264811718371e-05,0.5861431574274213,90.0
Monoclinic,11,MagpieData mean Row,0.005236749268703012,0.0006879531969176004,0.5861431574274213,35.0
Monoclinic,11,MagpieData avg_dev Row,0.0014549587970676737,0.0003545133070139907,0.5861431574274213,64.0
Monoclinic,11,MagpieData mode Row,4.1517519695166705e-05,2.12760074213128e-05,0.5861431574274213,116.0
Monoclinic,11,MagpieData minimum CovalentRadius,6.833615199390853e-05,0.00010012450114897873,0.5861431574274213,112.0
