crystal_system,feature,mean_coefficient,std_coefficient,mean_absolute_coefficient,std_absolute_coefficient,nonzero_folds
Hexagonal,MagpieData mean NUnfilled,-0.11665814739252504,0.06362063928921566,0.11665814739252504,0.06362063928921566,5
Hexagonal,MagpieData mean NValence,-0.005013855605895864,0.011211321964151548,0.005013855605895864,0.011211321964151548,1
Hexagonal,MagpieData mean NdUnfilled,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData mean NdValence,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData mean NfUnfilled,0.00026138954266548416,0.0005844847860076042,0.00026138954266548416,0.0005844847860076042,1
Hexagonal,MagpieData mean NfValence,-0.03320902610550182,0.045479396804045724,0.03320902610550182,0.045479396804045724,2
Hexagonal,MagpieData mean NpUnfilled,-0.04173548968069588,0.041166856530367744,0.04173548968069588,0.041166856530367744,3
Hexagonal,MagpieData mean NpValence,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData mean NsUnfilled,0.12137726606908053,0.03330490558981335,0.12137726606908053,0.03330490558981335,5
Hexagonal,MagpieData mean NsValence,-0.03363519834557779,0.03012975257454848,0.03363519834557779,0.03012975257454848,5
Hexagonal,MagpieData mean Number,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData mean Row,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData mean SpaceGroupNumber,0.09237624014289979,0.1100343210033721,0.09237624014289979,0.1100343210033721,3
Hexagonal,MagpieData minimum AtomicWeight,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData minimum Column,-0.036005421361069025,0.08051056972187334,0.036005421361069025,0.08051056972187334,1
Hexagonal,MagpieData minimum CovalentRadius,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData minimum Electronegativity,-0.038691206284503274,0.058826384953577456,0.038691206284503274,0.058826384953577456,3
Hexagonal,MagpieData minimum GSbandgap,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData minimum GSmagmom,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData minimum GSvolume_pa,0.01799033044639344,0.025939037128740995,0.01799033044639344,0.025939037128740995,2
Hexagonal,MagpieData minimum MeltingT,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData minimum MendeleevNumber,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData minimum NUnfilled,-0.0005137381427768683,0.00114875340988357,0.0005137381427768683,0.00114875340988357,1
Hexagonal,MagpieData minimum NValence,0.13032725408425422,0.08693809263260247,0.13032725408425422,0.08693809263260247,4
Hexagonal,MagpieData minimum NdUnfilled,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData minimum NdValence,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData minimum NfUnfilled,0.0,0.0,0.0,0.0,0
Hexagonal,MagpieData minimum NfValence,0.0,0.0,0.0,0.0,0
